
start	
@depthModel	1080.5	1142	1065.5	1199	
@depthModel	1082.5	1146.5	1066.5	1201	
@depthModel	1085	1150	1068.5	1201	
@depthModel	1087	1154.5	1070.5	1203.5	
@depthModel	1090.5	1157	1071.5	1206	
@depthModel	1092.5	1161	1073.5	1206.5	
@depthModel	1095	1164.5	1075	1209	
@depthModel	1098	1168	1076	1211	
@depthModel	1101	1172	1078.5	1212	
@depthModel	1104.5	1175	1080	1214.5	
@depthModel	1107.5	1179.5	1081	1216.5	
@depthModel	1110.5	1183	1083	1218	
@depthModel	1115.5	1186.5	1084.5	1219.5	
@depthModel	1121	1192	1087	1223	
@depthModel	1123	1193	1089.5	1222.5	
@depthModel	1125	1194	1090.5	1225	
@depthModel	1126.5	1195.5	1092	1225.5	
@depthModel	1129.5	1195.5	1094	1225	
@depthModel	1131	1197	1095.5	1227.5	
@depthModel	1133.5	1197.5	1097.5	1228	
@depthModel	1135	1199.5	1100.5	1229.5	
@depthModel	1136.5	1200.5	1102.5	1231	
@depthModel	1140	1200.5	1105	1230	
@depthModel	1141	1201.5	1107.5	1234	
@depthModel	1142.5	1202.5	1110	1233	
@depthModel	1145	1202.5	1112	1236.5	
@depthModel	1145.5	1205	1115	1236	
@depthModel	1148	1204.5	1116	1239	
@depthModel	1150	1205	1119	1238.5	
@depthModel	1151	1206	1120.5	1240.5	
@depthModel	1153	1206	1123.5	1240	
@depthModel	1155	1206.5	1126	1241.5	
@depthModel	1155.5	1208	1128.5	1242	
@depthModel	1156.5	1209	1130.5	1243	
@depthModel	1158.5	1208.5	1132.5	1244.5	
@depthModel	1160	1209	1135.5	1245.5	
@depthModel	1160.5	1210.5	1139.5	1245.5	
@depthModel	1162	1211	1141.5	1247	
@depthModel	1164.5	1210.5	1145	1247	
@depthModel	1165.5	1211	1146.5	1248.5	
@depthModel	1166.5	1212.5	1150	1246.5	
@depthModel	1167	1214	1151.5	1249	
@depthModel	1168.5	1215	1153.5	1248.5	
@depthModel	1171.5	1215.5	1155.5	1250	
